Name,Team,League,Age,Goals,Assists,ProgP,SoT,G/Sh,SCA,PassesPA,KP,Creation Rank,Scoring Rank
Alessio Buttaro,Palermo,Serie-B,21,0,1,10,0,0.0,4,3,3,1097.0,1274.5
Alessio Iovine,Como,Serie-B,32,0,5,27,2,0.0,22,14,12,362.5,1038.5
Alessio Vita,Cittadella,Serie-B,30,3,2,87,10,0.1,68,26,34,91.0,216.0
Alessio da Cruz,FeralpiSalò,Serie-B,26,0,0,2,0,0,0,0,0,1877.5,1274.5
Alex Ferrari,Sampdoria,Serie-B,29,0,0,4,0,0,1,1,1,1630.5,1274.5
Alexander Jallow,Brescia,Serie-B,25,1,0,8,2,0.2,6,4,1,1430.0,453.5
Alexis Ferrante,Ternana,Serie-B,28,0,0,1,0,0,1,0,1,1802.5,1274.5
Aleš Matějů,Palermo,Serie-B,27,0,0,74,0,0.0,19,14,8,636.5,1274.5
Alfredo Donnarumma,Catanzaro,Serie-B,33,2,0,9,5,0.08,10,2,2,1442.0,367.0
Ali Dembélé,Venezia,Serie-B,20,1,0,5,2,0.5,2,1,0,1712.0,415.0
Aljosa Vasic,Palermo,Serie-B,21,0,0,18,2,0.0,10,4,5,1173.0,1038.5
Amney Moutassime,Südtirol,Serie-B,19,0,0,0,0,0.0,0,0,0,1950.5,1274.5
Andrea Barberis,Pisa,Serie-B,30,0,0,19,2,0.0,15,6,7,1016.0,1038.5
Andrea Bertolacci,Cremonese,Serie-B,32,0,0,26,1,0.0,6,5,2,1175.5,1117.0
Andrea Cagnano,Südtirol,Serie-B,25,0,0,16,1,0.0,6,2,1,1438.5,1117.0
Andrea Cisco,Südtirol,Serie-B,25,0,0,6,1,0.0,7,1,0,1692.0,1117.0
Andrea Cistana,Brescia,Serie-B,26,0,0,45,0,0.0,15,5,4,990.5,1274.5
Andrea Conti,Sampdoria,Serie-B,29,0,0,0,0,0,0,0,0,1950.5,1274.5
Andrea Danzi,Cittadella,Serie-B,24,0,0,19,0,0.0,12,2,4,1265.0,1274.5
Andrea Favilli,Ternana,Serie-B,26,0,0,14,6,0.0,8,4,3,1283.5,892.0
Andrea Fulignati,Catanzaro,Serie-B,29,0,0,2,0,0,2,0,0,1877.5,1274.5
Andrea Ghion,Catanzaro,Serie-B,23,1,0,87,3,0.1,31,11,11,600.0,488.5
Andrea Giorgini,Südtirol,Serie-B,21,0,1,61,2,0.0,19,7,8,511.5,1038.5
Andrea La Mantia,FeralpiSalò,Serie-B,32,2,0,16,3,0.08,21,3,11,1083.5,441.5
Andrea Magrassi,Cittadella,Serie-B,30,2,0,3,4,0.15,4,1,0,1742.5,320.5
Andrea Masiello,Südtirol,Serie-B,37,1,0,47,2,0.2,7,2,1,1235.5,453.5
Andrea Meroni,Cosenza,Serie-B,27,0,0,71,1,0.0,7,2,1,1166.5,1117.0
Andrea Oliveri,Catanzaro,Serie-B,20,0,0,16,1,0.0,11,7,7,1031.5,1117.0
Andrea Papetti,Brescia,Serie-B,21,0,1,59,0,0.0,13,3,8,649.5,1274.5
Andrea Rispoli,Cosenza,Serie-B,35,0,1,46,2,0.0,21,11,10,457.5,1038.5
Andrea Seculin,Modena,Serie-B,33,0,0,0,0,0,0,0,0,1950.5,1274.5
Andrea Tessiore,Cittadella,Serie-B,24,0,1,12,0,0.0,15,6,10,775.5,1274.5
Andreas Jungdal,Cremonese,Serie-B,21,0,0,0,0,0,1,1,1,1736.5,1274.5
Andrija Novakovich,Calcio Lecco 1912,Serie-B,27,4,1,42,16,0.09,52,9,21,411.0,175.5
Ange-Yoan Bonny,Parma,Serie-B,20,2,4,28,6,0.17,42,10,27,331.0,253.5
Anthony Partipilo,Parma,Serie-B,29,3,0,14,7,0.27,14,5,7,1111.5,144.0
Antoine Hainaut,Parma,Serie-B,21,0,0,3,0,0.0,0,0,0,1859.0,1274.5
Antonino La Gumina,Sampdoria,Serie-B,27,2,0,3,3,0.11,4,0,0,1859.0,399.0
Antonio Barreca,Sampdoria,Serie-B,28,0,0,13,1,0.0,6,2,4,1334.5,1117.0
Antonio Candela,Venezia,Serie-B,23,0,2,73,4,0.0,45,23,23,127.5,948.0
Antonio Caracciolo,Pisa,Serie-B,33,0,0,4,0,0,1,0,1,1747.0,1274.5
Antonio Palumbo,Modena,Serie-B,27,2,2,109,5,0.06,60,24,29,91.0,399.0
Antonio Pergreffi,Modena,Serie-B,35,0,0,22,0,0.0,7,1,3,1340.0,1274.5
Antonio Raimondo,Ternana,Serie-B,19,7,0,17,18,0.15,25,4,5,1184.0,89.0
Antonio Vergara,Reggiana,Serie-B,20,0,0,11,0,0,8,5,2,1310.0,1274.5
Antonio Čolak,Parma,Serie-B,30,3,0,8,7,0.19,5,2,1,1506.5,175.5
Antony Iannarilli,Ternana,Serie-B,33,0,0,1,0,0,1,0,0,1900.0,1274.5
Arkadiusz Reca,Spezia,Serie-B,28,2,0,25,4,0.25,34,14,16,724.5,269.5
Artur Ioniță,Calcio Lecco 1912,Serie-B,33,3,2,53,6,0.18,32,4,15,452.0,206.0
Arturo Calabresi,Pisa,Serie-B,27,0,1,14,0,0,5,2,2,1156.0,1274.5
Aurélien Scheidler,Bari,Serie-B,25,0,0,1,0,0.0,4,0,3,1702.0,1274.5
Baldovino Cimino,Cosenza,Serie-B,19,0,1,12,0,0.0,10,4,6,948.5,1274.5
Bartosz Bereszyński,Sampdoria,Serie-B,31,0,0,5,0,0,2,1,0,1712.0,1274.5
Bartłomiej Drągowski,Spezia,Serie-B,26,0,0,0,0,0,1,1,0,1834.0,1274.5
Ben Lhassine Kone,Como,Serie-B,23,0,1,32,2,0.0,15,5,7,721.0,1038.5
Birkir Bjarnason,Brescia,Serie-B,35,4,0,43,7,0.21,33,6,19,721.0,137.5
Bjarki Bjarkason,Venezia,Serie-B,23,1,1,24,3,0.09,23,6,13,621.0,500.5
Botond Balogh,Parma,Serie-B,21,0,0,21,0,0.0,4,0,1,1563.0,1274.5
Brenno,Bari,Serie-B,24,0,0,0,0,0,1,0,1,1853.0,1274.5
Brian Bayeye,Ascoli,Serie-B,23,0,0,35,0,0.0,21,12,6,846.5,1274.5
Bruno,Venezia,Serie-B,25,0,0,0,0,0,0,0,0,1950.5,1274.5
Bruno Martella,FeralpiSalò,Serie-B,31,0,2,58,1,0.0,38,16,23,191.0,1117.0
Cas Odenthal,Como,Serie-B,23,2,0,61,4,0.29,8,2,1,1191.5,262.5
Cedric Gondo,Reggiana,Serie-B,27,4,0,18,15,0.19,15,4,6,1136.0,97.5
Cesar Falletti,Ternana,Serie-B,31,1,4,102,8,0.0,98,33,54,20.5,620.5
Charles Pickel,Cremonese,Serie-B,26,3,0,29,4,0.3,19,2,8,1079.5,220.0
Christian D'Urso,Cosenza,Serie-B,26,0,1,4,0,0.0,6,2,2,1264.0,1274.5
Christian Gytkjær,Venezia,Serie-B,33,6,0,12,6,0.23,21,7,10,1003.0,138.5
Christos Kourfalidis,FeralpiSalò,Serie-B,21,1,0,23,5,0.09,17,6,8,963.5,426.0
Claud Adjapong,Ascoli,Serie-B,25,0,0,14,3,0.0,12,5,3,1241.5,991.5
Claudio Cassano,Cittadella,Serie-B,20,3,3,49,9,0.14,45,11,20,240.0,183.0
Claudio Gomes,Palermo,Serie-B,23,0,2,62,2,0.0,21,10,8,379.0,1038.5
Costantino Favasuli,Ternana,Serie-B,19,0,1,27,1,0.0,17,5,6,772.0,1117.0
Cristian Ansaldi,Parma,Serie-B,37,0,1,25,0,0.0,7,11,3,771.0,1274.5
Cristian Buonaiuto,Cremonese,Serie-B,31,0,0,42,6,0.0,40,10,14,688.0,892.0
Cristian Cauz,Modena,Serie-B,27,0,0,16,0,0,2,0,0,1714.5,1274.5
Daniel Ciofani,Cremonese,Serie-B,38,0,0,0,0,0.0,1,0,0,1950.5,1274.5
Daniele Baselli,Como,Serie-B,31,0,0,32,0,0.0,13,3,2,1222.0,1274.5
Daniele Casiraghi,Südtirol,Serie-B,30,11,3,72,5,0.1,64,29,36,66.0,249.0
Daniele Ghilardi,Sampdoria,Serie-B,21,0,0,61,0,0.0,17,5,4,937.0,1274.5
Daniele Verde,Spezia,Serie-B,27,2,0,39,9,0.04,43,17,19,612.5,339.0
Danilo Quaranta,Ascoli,Serie-B,26,1,0,43,1,0.33,12,4,6,975.0,501.5
Daouda Peeters,Südtirol,Serie-B,24,0,0,13,0,0,8,0,3,1548.5,1274.5
Dario Šarić,Palermo,Serie-B,26,0,0,1,0,0,2,1,1,1686.0,1274.5
David Okereke,Cremonese,Serie-B,26,2,1,13,8,0.1,22,5,6,900.0,275.0
Davide Adorni,Brescia,Serie-B,31,0,0,25,0,0.0,9,1,2,1363.5,1274.5
Davide Balestrero,FeralpiSalò,Serie-B,28,2,0,44,6,0.12,22,7,6,869.5,289.5
Davide Barosi,Ascoli,Serie-B,23,0,0,0,0,0,1,0,1,1853.0,1274.5
Davide Di Molfetta,FeralpiSalò,Serie-B,27,0,1,27,3,0.0,31,12,17,475.0,991.5
Davide Diaw,Bari,Serie-B,32,2,0,6,4,0.1,13,3,2,1435.0,369.0
Davide Guglielmotti,Reggiana,Serie-B,29,0,0,2,0,0,0,0,0,1877.5,1274.5
Davide Guglielmotti,Reggiana,Serie-B,29,0,0,2,0,0,0,0,1,1780.0,1274.5
Davide Guglielmotti,Reggiana,Serie-B,29,0,0,2,0,0,5,0,0,1877.5,1274.5
Davide Guglielmotti,Reggiana,Serie-B,29,0,0,2,0,0,5,0,1,1780.0,1274.5
Davide Guglielmotti,Reggiana,Serie-B,29,0,0,2,1,0.0,0,0,0,1877.5,1117.0
Davide Guglielmotti,Reggiana,Serie-B,29,0,0,2,1,0.0,0,0,1,1780.0,1117.0
Davide Guglielmotti,Reggiana,Serie-B,29,0,0,2,1,0.0,5,0,0,1877.5,1117.0
Davide Guglielmotti,Reggiana,Serie-B,29,0,0,2,1,0.0,5,0,1,1780.0,1117.0
Davide Guglielmotti,Calcio Lecco 1912,Serie-B,29,0,0,5,0,0,0,0,0,1828.5,1274.5
Davide Guglielmotti,Calcio Lecco 1912,Serie-B,29,0,0,5,0,0,0,0,1,1731.0,1274.5
Davide Guglielmotti,Calcio Lecco 1912,Serie-B,29,0,0,5,0,0,5,0,0,1828.5,1274.5
Davide Guglielmotti,Calcio Lecco 1912,Serie-B,29,0,0,5,0,0,5,0,1,1731.0,1274.5
Davide Guglielmotti,Calcio Lecco 1912,Serie-B,29,0,0,5,1,0.0,0,0,0,1828.5,1117.0
Davide Guglielmotti,Calcio Lecco 1912,Serie-B,29,0,0,5,1,0.0,0,0,1,1731.0,1117.0
Davide Guglielmotti,Calcio Lecco 1912,Serie-B,29,0,0,5,1,0.0,5,0,0,1828.5,1117.0
Davide Guglielmotti,Calcio Lecco 1912,Serie-B,29,0,0,5,1,0.0,5,0,1,1731.0,1117.0
Davide Veroli,Catanzaro,Serie-B,20,0,0,33,0,0.0,9,2,3,1213.0,1274.5
Denis Cheryshev,Venezia,Serie-B,33,0,0,22,0,0.0,10,10,5,991.0,1274.5
Denis Hergheligiu,FeralpiSalò,Serie-B,24,0,0,34,1,0.0,12,1,6,1164.5,1117.0
Dennis Johnsen,Venezia,Serie-B,25,3,3,53,6,0.15,47,21,22,159.0,224.0
Dennis Man,Parma,Serie-B,25,8,4,63,16,0.25,63,37,24,82.5,39.0
Diego Falcinelli,Modena,Serie-B,32,2,2,8,6,0.1,22,2,12,846.5,313.0
Dimitri Bisoli,Brescia,Serie-B,29,2,1,52,4,0.14,41,15,11,387.0,329.0
Dimitris Nikolaou,Spezia,Serie-B,25,0,1,64,1,0.0,8,2,2,877.0,1117.0
Dimitris Sounas,Catanzaro,Serie-B,29,1,1,0,1,0.2,0,0,0,1701.0,532.0
Dimo Krastev,Catanzaro,Serie-B,20,0,0,3,0,0,1,0,0,1859.0,1274.5
Domen Črnigoj,Reggiana,Serie-B,28,0,1,17,1,0.0,10,3,3,1033.5,1117.0
Domenico Frare,Cittadella,Serie-B,27,0,0,14,0,0,4,1,1,1522.5,1274.5
Doudou Mangni,Calcio Lecco 1912,Serie-B,30,0,0,0,0,0,0,0,0,1950.5,1274.5
Drissa Camara,Parma,Serie-B,21,0,0,8,2,0.0,7,2,2,1451.5,1038.5
Duccio Degl'Innocenti,Calcio Lecco 1912,Serie-B,20,0,1,15,1,0.0,16,0,3,1278.0,1117.0
Eddy Gnahoré,Ascoli,Serie-B,30,0,0,33,0,0.0,11,1,2,1320.5,1274.5
Edoardo Duca,Modena,Serie-B,26,2,0,28,8,0.11,25,4,7,1030.0,261.5
Edoardo Pieragnolo,Reggiana,Serie-B,21,2,2,35,4,0.18,28,14,13,358.0,302.5
Edoardo Soleri,Palermo,Serie-B,26,1,1,7,4,0.08,15,3,9,944.0,474.0
Elhan Kastrati,Cittadella,Serie-B,26,0,0,0,0,0,1,0,0,1950.5,1274.5
Elvis Kabashi,Reggiana,Serie-B,29,0,1,53,3,0.0,28,8,9,494.5,991.5
Emanuel Vignato,Pisa,Serie-B,23,0,0,14,2,0.0,24,5,11,1029.5,1038.5
Emanuele Ndoj,Brescia,Serie-B,27,0,0,5,0,0.0,3,1,0,1712.0,1274.5
Emanuele Pecorino,Südtirol,Serie-B,22,2,0,14,4,0.14,12,5,3,1241.5,329.0
Emil Kornvig,Cittadella,Serie-B,23,0,0,8,0,0.0,8,3,3,1363.5,1274.5
Emile Dorval,Bari,Serie-B,22,0,1,67,1,0.0,40,14,11,344.0,1117.0
Emiliano Viviano,Ascoli,Serie-B,38,0,0,0,0,0,1,0,0,1950.5,1274.5
Emmanuele Matino,Bari,Serie-B,25,0,0,2,0,0,3,0,0,1877.5,1274.5
Enrico Baldini,Cittadella,Serie-B,27,0,0,2,1,0.0,0,0,0,1877.5,1117.0
Enrico Brignola,Catanzaro,Serie-B,24,1,0,9,2,0.25,7,2,3,1396.5,436.0
Enrico Del Prato,Parma,Serie-B,24,0,1,72,1,0.0,13,8,5,554.0,1117.0
Erdis Kraja,Ascoli,Serie-B,23,0,0,7,0,0,7,2,4,1379.5,1274.5
Eric Botteghin,Ascoli,Serie-B,36,0,0,45,2,0.0,8,1,3,1206.5,1038.5
Eric Lanini,Reggiana,Serie-B,29,1,0,7,3,0.11,9,0,2,1639.0,475.0
Ernesto Torregrossa,Pisa,Serie-B,31,0,1,9,1,0.0,9,3,5,1039.5,1117.0
Estanis,Sampdoria,Serie-B,20,3,0,32,6,0.18,26,12,14,721.0,206.0
Ettore Gliozzi,Pisa,Serie-B,28,0,0,1,1,0.0,5,0,3,1702.0,1117.0
Fabian Tait,Südtirol,Serie-B,30,1,2,78,2,0.09,24,12,13,232.5,547.5
Fabio Abiuso,Modena,Serie-B,20,1,0,0,4,0.11,0,0,0,1950.5,431.5
Fabio Borini,Sampdoria,Serie-B,32,5,2,30,12,0.07,34,9,16,422.5,218.0
Fabio Depaoli,Sampdoria,Serie-B,26,3,1,53,8,0.17,34,13,15,352.5,175.0
Fabio Gerli,Modena,Serie-B,27,0,1,96,1,0.0,33,8,13,358.5,1117.0
Fabio Lucioni,Palermo,Serie-B,36,2,0,99,5,0.13,20,8,6,743.5,307.0
Fabio Ponsi,Modena,Serie-B,22,0,0,31,0,0.0,15,7,5,982.0,1274.5
Fabrizio Caligara,Ascoli,Serie-B,23,1,0,22,4,0.06,15,5,10,962.5,506.0
Fabrizio Paghera,Brescia,Serie-B,32,0,0,37,1,0.0,15,5,3,1067.0,1117.0
Fabrizio Paghera,Brescia,Serie-B,32,0,0,37,1,0.0,15,0,0,1562.0,1117.0
Fabrizio Paghera,Brescia,Serie-B,32,0,0,37,1,0.0,1,5,3,1067.0,1117.0
Fabrizio Paghera,Brescia,Serie-B,32,0,0,37,1,0.0,1,0,0,1562.0,1117.0
Fabrizio Paghera,Brescia,Serie-B,32,0,0,37,0,0.0,15,5,3,1067.0,1274.5
Fabrizio Paghera,Brescia,Serie-B,32,0,0,37,0,0.0,15,0,0,1562.0,1274.5
Fabrizio Paghera,Brescia,Serie-B,32,0,0,37,0,0.0,1,5,3,1067.0,1274.5
Fabrizio Paghera,Brescia,Serie-B,32,0,0,37,0,0.0,1,0,0,1562.0,1274.5
Fabrizio Paghera,Ternana,Serie-B,32,0,0,0,1,0.0,15,5,3,1455.5,1117.0
Fabrizio Paghera,Ternana,Serie-B,32,0,0,0,1,0.0,15,0,0,1950.5,1117.0
Fabrizio Paghera,Ternana,Serie-B,32,0,0,0,1,0.0,1,5,3,1455.5,1117.0
Fabrizio Paghera,Ternana,Serie-B,32,0,0,0,1,0.0,1,0,0,1950.5,1117.0
Fabrizio Paghera,Ternana,Serie-B,32,0,0,0,0,0.0,15,5,3,1455.5,1274.5
Fabrizio Paghera,Ternana,Serie-B,32,0,0,0,0,0.0,15,0,0,1950.5,1274.5
Fabrizio Paghera,Ternana,Serie-B,32,0,0,0,0,0.0,1,5,3,1455.5,1274.5
Fabrizio Paghera,Ternana,Serie-B,32,0,0,0,0,0.0,1,0,0,1950.5,1274.5
Facundo González,Sampdoria,Serie-B,20,1,0,41,1,0.2,6,4,2,1131.5,532.0
Federico Barba,Como,Serie-B,30,2,0,43,3,0.22,8,4,3,1077.0,320.0
Federico Bergonzi,FeralpiSalò,Serie-B,22,1,1,38,1,0.2,20,7,5,687.0,532.0
Federico Carraro,FeralpiSalò,Serie-B,31,0,0,34,0,0.0,13,2,6,1102.5,1274.5
Federico Di Francesco,Palermo,Serie-B,29,3,1,39,11,0.14,40,20,9,450.5,170.5
Federico Dionisi,Ascoli,Serie-B,36,0,0,0,0,0.0,1,0,0,1950.5,1274.5
Federico Dionisi,Ascoli,Serie-B,36,0,0,0,0,0.0,1,1,6,1534.0,1274.5
Federico Dionisi,Ascoli,Serie-B,36,0,0,0,0,0.0,9,0,0,1950.5,1274.5
Federico Dionisi,Ascoli,Serie-B,36,0,0,0,0,0.0,9,1,6,1534.0,1274.5
Federico Dionisi,Ascoli,Serie-B,36,0,0,0,4,0.08,1,0,0,1950.5,707.5
Federico Dionisi,Ascoli,Serie-B,36,0,0,0,4,0.08,1,1,6,1534.0,707.5
Federico Dionisi,Ascoli,Serie-B,36,0,0,0,4,0.08,9,0,0,1950.5,707.5
Federico Dionisi,Ascoli,Serie-B,36,0,0,0,4,0.08,9,1,6,1534.0,707.5
Federico Dionisi,Ternana,Serie-B,36,1,0,6,0,0.0,1,0,0,1808.5,1041.0
Federico Dionisi,Ternana,Serie-B,36,1,0,6,0,0.0,1,1,6,1392.0,1041.0
Federico Dionisi,Ternana,Serie-B,36,1,0,6,0,0.0,9,0,0,1808.5,1041.0
Federico Dionisi,Ternana,Serie-B,36,1,0,6,0,0.0,9,1,6,1392.0,1041.0
Federico Dionisi,Ternana,Serie-B,36,1,0,6,4,0.08,1,0,0,1808.5,474.0
Federico Dionisi,Ternana,Serie-B,36,1,0,6,4,0.08,1,1,6,1392.0,474.0
Federico Dionisi,Ternana,Serie-B,36,1,0,6,4,0.08,9,0,0,1808.5,474.0
Federico Dionisi,Ternana,Serie-B,36,1,0,6,4,0.08,9,1,6,1392.0,474.0
Federico Giraudo,Cittadella,Serie-B,25,0,1,37,0,0.0,17,9,9,546.5,1274.5
Federico Viviani,Ternana,Serie-B,31,0,0,6,0,0.0,2,1,1,1594.5,1274.5
Federico Zuccon,Cosenza,Serie-B,20,0,0,50,2,0.0,21,3,7,954.0,1038.5
Felix Afena-Gyan,Cremonese,Serie-B,20,0,0,3,0,0.0,8,1,3,1544.5,1274.5
Filip Stankovic,Sampdoria,Serie-B,21,0,0,0,0,0,0,0,0,1950.5,1274.5
Filippo Bandinelli,Spezia,Serie-B,28,0,1,99,6,0.0,47,25,21,196.0,892.0
Filippo Damian,Ternana,Serie-B,27,0,0,0,0,0.0,1,0,0,1950.5,1274.5
Filippo Distefano,Ternana,Serie-B,20,3,2,18,7,0.12,27,7,12,578.5,225.0
Filippo Faggi,Bari,Serie-B,20,0,0,0,0,0,0,0,0,1950.5,1274.5
Filippo Melegoni,Reggiana,Serie-B,24,0,0,9,0,0.0,10,1,7,1328.5,1274.5
Filippo Nardi,Reggiana,Serie-B,25,0,0,15,1,0.0,12,2,5,1284.0,1117.0
Filippo Pittarello,Cittadella,Serie-B,27,4,1,24,12,0.15,34,6,11,648.0,134.5
Filippo Romagna,Reggiana,Serie-B,26,0,1,11,0,0.0,4,0,1,1412.5,1274.5
Filippo Sgarbi,Cosenza,Serie-B,26,0,0,8,0,0.0,3,0,0,1782.5,1274.5
Flavio Junior Bianchi,Brescia,Serie-B,23,2,0,25,8,0.06,32,12,11,795.0,336.0
Francesco Amatucci,Cittadella,Serie-B,22,1,0,28,2,0.11,11,3,8,1040.5,522.0
Francesco Bardi,Reggiana,Serie-B,31,0,0,0,0,0,2,0,2,1798.0,1274.5
Francesco Cassata,Spezia,Serie-B,26,0,0,59,0,0.0,27,11,8,706.0,1274.5
Francesco Di Mariano,Palermo,Serie-B,27,0,1,22,0,0.0,38,15,17,485.0,1274.5
Francesco Di Tacchio,Ascoli,Serie-B,33,0,0,57,4,0.0,19,6,3,950.0,948.0
Francesco Donati,Calcio Lecco 1912,Serie-B,22,0,0,0,0,0.0,0,0,0,1950.5,1274.5
Francesco Esposito,Spezia,Serie-B,18,2,0,19,9,0.06,31,6,13,907.0,324.5
Francesco Forte,Cosenza,Serie-B,30,2,0,6,15,0.06,15,2,5,1367.0,293.5
Francesco Forte,Cosenza,Serie-B,30,2,0,6,15,0.06,15,0,0,1808.5,293.5
Francesco Forte,Cosenza,Serie-B,30,2,0,6,15,0.06,1,2,5,1367.0,293.5
Francesco Forte,Cosenza,Serie-B,30,2,0,6,15,0.06,1,0,0,1808.5,293.5
Francesco Forte,Cosenza,Serie-B,30,2,0,6,0,0.0,15,2,5,1367.0,965.0
Francesco Forte,Cosenza,Serie-B,30,2,0,6,0,0.0,15,0,0,1808.5,965.0
Francesco Forte,Cosenza,Serie-B,30,2,0,6,0,0.0,1,2,5,1367.0,965.0
Francesco Forte,Cosenza,Serie-B,30,2,0,6,0,0.0,1,0,0,1808.5,965.0
Francesco Forte,Ascoli,Serie-B,30,0,0,0,15,0.06,15,2,5,1509.0,603.0
Francesco Forte,Ascoli,Serie-B,30,0,0,0,15,0.06,15,0,0,1950.5,603.0
Francesco Forte,Ascoli,Serie-B,30,0,0,0,15,0.06,1,2,5,1509.0,603.0
Francesco Forte,Ascoli,Serie-B,30,0,0,0,15,0.06,1,0,0,1950.5,603.0
Francesco Forte,Ascoli,Serie-B,30,0,0,0,0,0.0,15,2,5,1509.0,1274.5
Francesco Forte,Ascoli,Serie-B,30,0,0,0,0,0.0,15,0,0,1950.5,1274.5
Francesco Forte,Ascoli,Serie-B,30,0,0,0,0,0.0,1,2,5,1509.0,1274.5
Francesco Forte,Ascoli,Serie-B,30,0,0,0,0,0.0,1,0,0,1950.5,1274.5
Francesco Vicari,Bari,Serie-B,29,1,1,54,3,0.08,14,4,4,752.0,517.5
Francesco Zampano,Venezia,Serie-B,30,0,2,69,1,0.0,26,19,14,198.5,1117.0
Franco Lepore,Calcio Lecco 1912,Serie-B,38,2,4,67,7,0.04,83,29,54,60.5,364.5
Franco Vázquez,Cremonese,Serie-B,34,1,5,162,13,0.02,97,43,38,9.5,401.0
Frank Tsadjout,Cremonese,Serie-B,24,0,1,7,2,0.0,7,2,5,1100.5,1038.5
Frederik Sørensen,Ternana,Serie-B,31,2,0,20,2,0.22,8,2,3,1289.0,367.0
Gabriel Charpentier,Parma,Serie-B,24,3,1,3,9,0.19,11,0,3,1411.5,150.0
Gabriel Lunetta,Südtirol,Serie-B,27,0,0,9,4,0.0,14,2,5,1331.5,948.0
Gabriele Ferrarini,FeralpiSalò,Serie-B,23,0,0,6,0,0,3,1,1,1594.5,1274.5
Gabriele Moncini,Brescia,Serie-B,27,5,0,9,15,0.09,15,6,9,1063.0,171.5
Gabriele Piccinini,Pisa,Serie-B,22,1,1,43,4,0.06,30,6,15,492.0,506.0
Gaetano Letizia,FeralpiSalò,Serie-B,33,0,2,34,3,0.0,20,6,9,538.5,991.5
Gaetano Masucci,Pisa,Serie-B,39,1,0,1,1,0.5,3,0,0,1900.0,493.5
Gennaro Acampora,Bari,Serie-B,29,0,1,62,3,0.0,30,9,13,388.0,991.5
Gennaro Borrelli,Brescia,Serie-B,23,4,2,11,8,0.16,22,1,9,933.5,158.5
Gennaro Tutino,Cosenza,Serie-B,27,5,2,41,11,0.07,43,22,17,259.5,224.0
Gerard Yepes,Sampdoria,Serie-B,21,0,0,70,2,0.0,21,1,5,1065.5,1038.5
Giacomo Calò,Cosenza,Serie-B,26,0,5,68,2,0.0,67,11,40,133.5,1038.5
Giacomo Manzari,Ascoli,Serie-B,23,1,2,18,6,0.06,19,5,10,666.5,450.0
Giacomo Olzer,Brescia,Serie-B,22,0,0,17,4,0.0,27,1,9,1208.5,948.0
Giacomo Poluzzi,Südtirol,Serie-B,35,0,0,1,0,0,3,1,0,1783.5,1274.5
Giacomo Quagliata,Cremonese,Serie-B,23,0,1,34,1,0.0,29,19,19,386.5,1117.0
Giacomo Ricci,Bari,Serie-B,27,0,1,67,3,0.0,38,14,11,344.0,991.5
Gianluca Busio,Venezia,Serie-B,21,2,2,84,6,0.09,35,13,14,209.0,325.0
Gianluca Di Chiara,Parma,Serie-B,30,0,1,47,1,0.0,23,12,9,457.5,1117.0
Gianluca Frabotta,Bari,Serie-B,24,0,0,18,0,0,17,5,9,1017.0,1274.5
Giorgio Altare,Venezia,Serie-B,25,3,0,52,6,0.21,14,1,3,1185.5,183.0
Giorgio Galli,Calcio Lecco 1912,Serie-B,27,0,0,30,0,0.0,8,5,4,1075.0,1274.5
Giovanni Crociata,Calcio Lecco 1912,Serie-B,26,1,1,87,5,0.04,50,21,18,226.0,489.5
Giovanni Zaro,Modena,Serie-B,29,2,0,70,2,0.33,17,4,3,992.0,347.0
Giuseppe Ambrosino,Catanzaro,Serie-B,20,2,0,8,5,0.25,5,3,1,1464.0,238.5
Giuseppe Aurelio,Palermo,Serie-B,23,1,0,21,3,0.17,11,4,5,1142.5,429.0
Giuseppe Bellusci,Ascoli,Serie-B,34,1,0,63,4,0.11,13,1,2,1191.5,431.5
Giuseppe Carriero,Cittadella,Serie-B,26,2,0,23,6,0.11,13,3,3,1229.0,299.5
Giuseppe Cuomo,Südtirol,Serie-B,25,0,0,14,1,0.0,1,1,0,1620.0,1117.0
Giuseppe Sibilli,Bari,Serie-B,27,6,2,81,12,0.11,67,23,27,110.0,152.0
Gjyla Briajan,FeralpiSalò,Serie-B,16,0,0,0,1,0.0,0,0,0,1950.5,1117.0
Gonzalo Abrego,Cremonese,Serie-B,24,0,0,43,3,0.0,18,4,8,923.5,991.5
Gregorio Luperini,Ternana,Serie-B,29,1,2,39,3,0.06,28,3,9,619.0,549.5
Gregorio Morachioli,Bari,Serie-B,23,0,0,13,0,0.0,16,9,11,947.5,1274.5
Hernani,Parma,Serie-B,29,1,1,58,3,0.04,25,7,12,447.0,564.0
Hjörtur Hermannsson,Pisa,Serie-B,28,0,0,11,0,0.0,6,0,1,1662.0,1274.5
Idrissa Touré,Pisa,Serie-B,25,0,0,4,0,0,3,0,1,1747.0,1274.5
Idriz Voca,Cosenza,Serie-B,26,3,2,31,5,0.25,12,3,5,783.5,198.0
Ilias Koutsoupias,Bari,Serie-B,22,2,1,23,7,0.12,23,6,10,670.5,265.5
Ilija Nestorovski,Ascoli,Serie-B,33,2,0,14,7,0.11,14,3,3,1317.5,275.5
Ionuț Nedelcearu,Palermo,Serie-B,27,1,0,4,1,1.0,1,0,0,1844.5,488.0
Ismail Achik,Bari,Serie-B,23,1,0,15,4,0.08,29,11,12,886.5,474.0
Iulius Marginean,Ternana,Serie-B,22,0,0,2,1,0.0,0,0,0,1877.5,1117.0
